passenger_id,age_updated,embarked_updated,fare_updated,deck,pclass_updated
886,17.0,Southampton (UK),7.0542,Unknown,Third class
887,22.0,Queenstown (IE),7.75,Unknown,Third class
888,25.0,Southampton (UK),8.1125,Unknown,Third class
889,34.0,Southampton (UK),6.4958,Unknown,Third class
890,26.0,Southampton (UK),7.775,Unknown,Third class
891,22.0,Southampton (UK),7.7958,Unknown,Third class
892,33.0,Southampton (UK),8.6542,Unknown,Third class
893,31.0,Southampton (UK),7.775,Unknown,Third class
894,29.0,Southampton (UK),7.8542,Unknown,Third class
895,4.0,Southampton (UK),11.1333,Unknown,Third class
896,1.0,Southampton (UK),11.1333,Unknown,Third class
897,49.0,Southampton (UK),0.0,Unknown,Third class
898,33.0,Southampton (UK),7.775,Unknown,Third class
899,19.0,Southampton (UK),0.0,Unknown,Third class
900,27.0,Southampton (UK),11.1333,Unknown,Third class
901,25.0,Southampton (UK),23.45,Unknown,Third class
902,22.0,Southampton (UK),23.45,Unknown,Third class
903,25.0,Southampton (UK),23.45,Unknown,Third class
904,22.0,Southampton (UK),23.45,Unknown,Third class
905,23.0,Southampton (UK),7.8958,Unknown,Third class
906,32.0,Southampton (UK),7.8542,Unknown,Third class
907,27.0,Southampton (UK),7.8542,Unknown,Third class
908,20.0,Southampton (UK),9.825,Unknown,Third class
909,21.0,Southampton (UK),9.825,Unknown,Third class
910,32.0,Southampton (UK),7.925,Unknown,Third class
911,17.0,Southampton (UK),7.125,Unknown,Third class
912,21.0,Southampton (UK),8.4333,Unknown,Third class
913,30.0,Southampton (UK),7.8958,Unknown,Third class
914,21.0,Southampton (UK),7.7958,Unknown,Third class
915,33.0,Southampton (UK),7.8542,Unknown,Third class
916,22.0,Southampton (UK),7.5208,Unknown,Third class
917,4.0,Cherbourg (FR),13.4167,Unknown,Third class
918,39.0,Cherbourg (FR),13.4167,Unknown,Third class
919,25.0,Cherbourg (FR),7.2292,Unknown,Third class
920,18.5,Cherbourg (FR),7.2292,Unknown,Third class
921,25.0,Queenstown (IE),7.75,Unknown,Third class
922,25.0,Southampton (UK),7.25,Unknown,Third class
923,22.0,Queenstown (IE),7.75,Unknown,Third class
924,22.0,Queenstown (IE),7.75,Unknown,Third class
925,34.5,Queenstown (IE),7.8292,Unknown,Third class
926,44.0,Southampton (UK),8.05,Unknown,Third class
927,25.0,Queenstown (IE),7.75,Unknown,Third class
928,25.0,Cherbourg (FR),14.4542,Unknown,Third class
929,22.0,Cherbourg (FR),14.4542,Unknown,Third class
930,25.0,Queenstown (IE),7.75,Unknown,Third class
931,25.0,Queenstown (IE),7.75,Unknown,Third class
932,25.0,Queenstown (IE),7.7375,Unknown,Third class
933,22.0,Southampton (UK),8.6625,Unknown,Third class
934,26.0,Southampton (UK),8.6625,Unknown,Third class
935,4.0,Southampton (UK),22.025,Unknown,Third class
936,29.0,Southampton (UK),22.025,Unknown,Third class
937,26.0,Southampton (UK),22.025,Unknown,Third class
938,1.0,Southampton (UK),12.1833,Unknown,Third class
939,18.0,Southampton (UK),7.8542,Unknown,Third class
940,36.0,Southampton (UK),12.1833,Unknown,Third class
941,25.0,Cherbourg (FR),7.8958,Unknown,Third class
942,25.0,Cherbourg (FR),7.2292,F,Third class
943,25.0,Cherbourg (FR),7.225,Unknown,Third class
944,37.0,Southampton (UK),9.5875,Unknown,Third class
945,25.0,Southampton (UK),7.8958,Unknown,Third class
946,25.0,Southampton (UK),56.4958,Unknown,Third class
947,25.0,Southampton (UK),56.4958,Unknown,Third class
948,22.0,Southampton (UK),7.25,Unknown,Third class
949,25.0,Queenstown (IE),7.75,Unknown,Third class
950,26.0,Southampton (UK),56.4958,Unknown,Third class
951,29.0,Southampton (UK),9.4833,Unknown,Third class
952,29.0,Southampton (UK),7.775,Unknown,Third class
953,22.0,Southampton (UK),7.775,Unknown,Third class
954,22.0,Cherbourg (FR),7.225,Unknown,Third class
955,25.0,Southampton (UK),25.4667,Unknown,Third class
956,22.0,Southampton (UK),25.4667,Unknown,Third class
957,22.0,Southampton (UK),25.4667,Unknown,Third class
958,22.0,Southampton (UK),25.4667,Unknown,Third class
959,22.0,Southampton (UK),25.4667,Unknown,Third class
960,32.0,Southampton (UK),7.925,Unknown,Third class
961,34.5,Cherbourg (FR),6.4375,Unknown,Third class
962,22.0,Queenstown (IE),15.5,Unknown,Third class
963,25.0,Queenstown (IE),15.5,Unknown,Third class
964,36.0,Southampton (UK),0.0,Unknown,Third class
965,39.0,Southampton (UK),24.15,Unknown,Third class
966,24.0,Southampton (UK),9.5,Unknown,Third class
967,25.0,Southampton (UK),7.775,Unknown,Third class
968,45.0,Southampton (UK),7.75,Unknown,Third class
969,36.0,Southampton (UK),15.55,Unknown,Third class
970,30.0,Southampton (UK),15.55,Unknown,Third class
971,20.0,Southampton (UK),7.925,Unknown,Third class
972,25.0,Queenstown (IE),7.8792,Unknown,Third class
973,28.0,Southampton (UK),56.4958,Unknown,Third class
974,25.0,Southampton (UK),7.55,Unknown,Third class
975,30.0,Southampton (UK),16.1,Unknown,Third class
976,26.0,Southampton (UK),16.1,Unknown,Third class
977,25.0,Southampton (UK),7.8792,Unknown,Third class
978,20.5,Southampton (UK),7.25,Unknown,Third class
979,27.0,Southampton (UK),8.6625,Unknown,Third class
980,51.0,Southampton (UK),7.0542,Unknown,Third class
981,23.0,Southampton (UK),7.8542,Unknown,Third class
982,32.0,Southampton (UK),7.5792,Unknown,Third class
983,25.0,Southampton (UK),7.8958,Unknown,Third class
984,25.0,Southampton (UK),7.55,Unknown,Third class
985,22.0,Queenstown (IE),7.75,Unknown,Third class
986,24.0,Southampton (UK),7.1417,Unknown,Third class
987,22.0,Southampton (UK),7.125,Unknown,Third class
988,22.0,Queenstown (IE),7.8792,Unknown,Third class
989,25.0,Queenstown (IE),7.75,Unknown,Third class
990,25.0,Southampton (UK),8.05,Unknown,Third class
991,29.0,Southampton (UK),7.925,Unknown,Third class
992,25.0,Cherbourg (FR),7.2292,Unknown,Third class
993,30.5,Queenstown (IE),7.75,Unknown,Third class
994,22.0,Queenstown (IE),7.7375,Unknown,Third class
995,25.0,Cherbourg (FR),7.2292,F,Third class
996,35.0,Cherbourg (FR),7.8958,Unknown,Third class
997,33.0,Southampton (UK),7.8958,Unknown,Third class
998,22.0,Cherbourg (FR),7.225,Unknown,Third class
999,25.0,Cherbourg (FR),7.8958,Unknown,Third class
1000,22.0,Queenstown (IE),7.75,Unknown,Third class
1001,25.0,Queenstown (IE),7.75,Unknown,Third class
1002,22.0,Queenstown (IE),23.25,Unknown,Third class
1003,22.0,Queenstown (IE),23.25,Unknown,Third class
1004,25.0,Queenstown (IE),23.25,Unknown,Third class
1005,22.0,Queenstown (IE),7.7875,Unknown,Third class
1006,25.0,Queenstown (IE),15.5,Unknown,Third class
1007,22.0,Queenstown (IE),7.8792,Unknown,Third class
1008,15.0,Queenstown (IE),8.0292,Unknown,Third class
1009,35.0,Queenstown (IE),7.75,Unknown,Third class
1010,25.0,Queenstown (IE),7.75,Unknown,Third class
1011,24.0,Southampton (UK),16.1,Unknown,Third class
1012,19.0,Southampton (UK),16.1,Unknown,Third class
1013,22.0,Queenstown (IE),7.75,Unknown,Third class
1014,22.0,Southampton (UK),8.05,Unknown,Third class
1015,22.0,Southampton (UK),8.05,Unknown,Third class
1016,55.5,Southampton (UK),8.05,Unknown,Third class
1017,25.0,Queenstown (IE),7.75,Unknown,Third class
1018,21.0,Southampton (UK),7.775,Unknown,Third class
1019,25.0,Southampton (UK),8.05,Unknown,Third class
1020,24.0,Southampton (UK),7.8958,Unknown,Third class
1021,21.0,Southampton (UK),7.8958,Unknown,Third class
1022,28.0,Southampton (UK),7.8958,Unknown,Third class
1023,25.0,Southampton (UK),7.8958,Unknown,Third class
1024,22.0,Queenstown (IE),7.8792,Unknown,Third class
1025,25.0,Southampton (UK),7.65,F,Third class
1026,6.0,Southampton (UK),12.475,E,Third class
1027,27.0,Southampton (UK),12.475,E,Third class
1028,25.0,Southampton (UK),8.05,Unknown,Third class
1029,22.0,Queenstown (IE),24.15,Unknown,Third class
1030,25.0,Queenstown (IE),24.15,Unknown,Third class
1031,25.0,Queenstown (IE),8.4583,Unknown,Third class
1032,34.0,Southampton (UK),8.05,Unknown,Third class
1033,25.0,Queenstown (IE),7.75,Unknown,Third class
1034,25.0,Southampton (UK),7.775,Unknown,Third class
1035,25.0,Cherbourg (FR),15.2458,Unknown,Third class
1036,25.0,Cherbourg (FR),15.2458,Unknown,Third class
1037,22.0,Cherbourg (FR),15.2458,Unknown,Third class
1038,22.0,Cherbourg (FR),7.2292,Unknown,Third class
1039,25.0,Southampton (UK),8.05,Unknown,Third class
1040,22.0,Queenstown (IE),7.7333,Unknown,Third class
1041,24.0,Queenstown (IE),7.75,Unknown,Third class
1042,25.0,Southampton (UK),8.05,Unknown,Third class
1043,22.0,Queenstown (IE),15.5,Unknown,Third class
1044,22.0,Queenstown (IE),15.5,Unknown,Third class
1045,22.0,Queenstown (IE),15.5,Unknown,Third class
1046,18.0,Southampton (UK),7.75,Unknown,Third class
1047,22.0,Southampton (UK),7.8958,Unknown,Third class
1048,15.0,Cherbourg (FR),7.225,Unknown,Third class
1049,1.0,Cherbourg (FR),15.7417,Unknown,Third class
1050,20.0,Cherbourg (FR),15.7417,Unknown,Third class
1051,19.0,Cherbourg (FR),15.7417,Unknown,Third class
1052,33.0,Southampton (UK),8.05,Unknown,Third class
1053,25.0,Southampton (UK),7.8958,Unknown,Third class
1054,25.0,Cherbourg (FR),7.2292,Unknown,Third class
1055,22.0,Queenstown (IE),7.75,Unknown,Third class
1056,25.0,Southampton (UK),7.8958,Unknown,Third class
1057,12.0,Cherbourg (FR),11.2417,Unknown,Third class
1058,14.0,Cherbourg (FR),11.2417,Unknown,Third class
1059,29.0,Southampton (UK),7.925,Unknown,Third class
1060,28.0,Southampton (UK),8.05,Unknown,Third class
1061,18.0,Southampton (UK),7.775,Unknown,Third class
1062,26.0,Southampton (UK),7.8542,Unknown,Third class
1063,21.0,Southampton (UK),7.8542,Unknown,Third class
1064,41.0,Southampton (UK),7.125,Unknown,Third class
1065,39.0,Southampton (UK),7.925,Unknown,Third class
1066,21.0,Southampton (UK),7.8,Unknown,Third class
1067,28.5,Cherbourg (FR),7.2292,Unknown,Third class
1068,22.0,Southampton (UK),7.75,Unknown,Third class
1069,61.0,Southampton (UK),6.2375,Unknown,Third class
1070,25.0,Queenstown (IE),15.5,Unknown,Third class
1071,25.0,Queenstown (IE),7.8292,Unknown,Third class
1072,22.0,Queenstown (IE),15.5,Unknown,Third class
1073,25.0,Queenstown (IE),7.7333,Unknown,Third class
1074,25.0,Queenstown (IE),7.75,Unknown,Third class
1075,25.0,Queenstown (IE),7.75,Unknown,Third class
1076,23.0,Southampton (UK),9.225,Unknown,Third class
1077,22.0,Queenstown (IE),7.75,Unknown,Third class
1078,22.0,Queenstown (IE),7.75,Unknown,Third class
1079,22.0,Queenstown (IE),7.8792,Unknown,Third class
1080,22.0,Southampton (UK),7.775,Unknown,Third class
1081,25.0,Queenstown (IE),7.75,Unknown,Third class
1082,22.0,Queenstown (IE),7.8292,Unknown,Third class
1083,9.0,Southampton (UK),3.1708,Unknown,Third class
1084,28.0,Southampton (UK),22.525,Unknown,Third class
1085,42.0,Southampton (UK),8.4042,Unknown,Third class
1086,25.0,Southampton (UK),7.3125,Unknown,Third class
1087,31.0,Southampton (UK),7.8542,Unknown,Third class
1088,28.0,Southampton (UK),7.8542,Unknown,Third class
1089,32.0,Southampton (UK),7.775,Unknown,Third class
1090,20.0,Southampton (UK),9.225,Unknown,Third class
1091,23.0,Southampton (UK),8.6625,Unknown,Third class
1092,20.0,Southampton (UK),8.6625,Unknown,Third class
1093,20.0,Southampton (UK),8.6625,Unknown,Third class
1094,16.0,Southampton (UK),9.2167,Unknown,Third class
1095,31.0,Southampton (UK),8.6833,Unknown,Third class
1096,22.0,Queenstown (IE),7.6292,Unknown,Third class
1097,2.0,Southampton (UK),21.075,Unknown,Third class
1098,6.0,Southampton (UK),21.075,Unknown,Third class
1099,3.0,Southampton (UK),21.075,Unknown,Third class
1100,8.0,Southampton (UK),21.075,Unknown,Third class
1101,29.0,Southampton (UK),21.075,Unknown,Third class
1102,1.0,Southampton (UK),39.6875,Unknown,Third class
1103,7.0,Southampton (UK),39.6875,Unknown,Third class
1104,2.0,Southampton (UK),39.6875,Unknown,Third class
1105,16.0,Southampton (UK),39.6875,Unknown,Third class
1106,14.0,Southampton (UK),39.6875,Unknown,Third class
1107,41.0,Southampton (UK),39.6875,Unknown,Third class
1108,21.0,Southampton (UK),8.6625,Unknown,Third class
1109,19.0,Southampton (UK),14.5,Unknown,Third class
1110,25.0,Cherbourg (FR),8.7125,Unknown,Third class
1111,32.0,Southampton (UK),7.8958,Unknown,Third class
1112,0.75,Southampton (UK),13.775,Unknown,Third class
1113,3.0,Southampton (UK),13.775,Unknown,Third class
1114,26.0,Southampton (UK),13.775,Unknown,Third class
1115,25.0,Southampton (UK),7.0,Unknown,Third class
1116,25.0,Southampton (UK),7.775,Unknown,Third class
1117,25.0,Southampton (UK),8.05,Unknown,Third class
1118,21.0,Southampton (UK),7.925,Unknown,Third class
1119,25.0,Southampton (UK),7.925,Unknown,Third class
1120,22.0,Southampton (UK),7.25,Unknown,Third class
1121,25.0,Southampton (UK),7.775,Unknown,Third class
1122,25.0,Cherbourg (FR),22.3583,Unknown,Third class
1123,22.0,Cherbourg (FR),22.3583,F,Third class
1124,22.0,Cherbourg (FR),22.3583,Unknown,Third class
1125,22.0,Queenstown (IE),8.1375,Unknown,Third class
1126,24.0,Southampton (UK),8.05,Unknown,Third class
1127,28.0,Southampton (UK),7.8958,Unknown,Third class
1128,19.0,Southampton (UK),7.8958,Unknown,Third class
1129,25.0,Southampton (UK),7.8958,Unknown,Third class
1130,25.0,Southampton (UK),7.775,Unknown,Third class
1131,18.0,Southampton (UK),7.775,Unknown,Third class
1132,32.0,Southampton (UK),8.05,E,Third class
1133,25.0,Southampton (UK),7.8958,Unknown,Third class
1134,17.0,Southampton (UK),8.6625,Unknown,Third class
1135,24.0,Southampton (UK),8.6625,Unknown,Third class
1136,25.0,Southampton (UK),7.8958,Unknown,Third class
1137,22.0,Southampton (UK),8.1125,Unknown,Third class
1138,25.0,Cherbourg (FR),7.2292,Unknown,Third class
1139,25.0,Southampton (UK),7.25,Unknown,Third class
1140,38.0,Southampton (UK),7.8958,Unknown,Third class
1141,21.0,Southampton (UK),8.05,Unknown,Third class
1142,10.0,Queenstown (IE),29.125,Unknown,Third class
1143,4.0,Queenstown (IE),29.125,Unknown,Third class
1144,7.0,Queenstown (IE),29.125,Unknown,Third class
1145,2.0,Queenstown (IE),29.125,Unknown,Third class
1146,8.0,Queenstown (IE),29.125,Unknown,Third class
1147,39.0,Queenstown (IE),29.125,Unknown,Third class
1148,22.0,Southampton (UK),39.6875,Unknown,Third class
1149,35.0,Southampton (UK),7.125,Unknown,Third class
1150,22.0,Queenstown (IE),7.7208,Unknown,Third class
1151,25.0,Southampton (UK),14.5,Unknown,Third class
1152,22.0,Southampton (UK),14.5,Unknown,Third class
1153,50.0,Southampton (UK),14.5,Unknown,Third class
1154,47.0,Southampton (UK),14.5,Unknown,Third class
1155,25.0,Southampton (UK),8.05,Unknown,Third class
1156,25.0,Southampton (UK),7.775,Unknown,Third class
1157,2.0,Southampton (UK),20.2125,Unknown,Third class
1158,18.0,Southampton (UK),20.2125,Unknown,Third class
1159,41.0,Southampton (UK),20.2125,Unknown,Third class
1160,22.0,Southampton (UK),8.05,Unknown,Third class
1161,50.0,Southampton (UK),8.05,Unknown,Third class
1162,16.0,Southampton (UK),8.05,Unknown,Third class
1163,25.0,Queenstown (IE),7.75,Unknown,Third class
1164,25.0,Queenstown (IE),24.15,Unknown,Third class
1165,25.0,Cherbourg (FR),7.2292,Unknown,Third class
1166,25.0,Cherbourg (FR),7.225,Unknown,Third class
1167,25.0,Cherbourg (FR),7.225,Unknown,Third class
1168,25.0,Queenstown (IE),7.7292,Unknown,Third class
1169,25.0,Southampton (UK),7.575,Unknown,Third class
1170,38.5,Southampton (UK),7.25,Unknown,Third class
1171,25.0,Southampton (UK),69.55,Unknown,Third class
1172,14.5,Southampton (UK),69.55,Unknown,Third class
1173,22.0,Southampton (UK),69.55,Unknown,Third class
1174,22.0,Southampton (UK),69.55,Unknown,Third class
1175,22.0,Southampton (UK),69.55,Unknown,Third class
1176,22.0,Southampton (UK),69.55,Unknown,Third class
1177,25.0,Southampton (UK),69.55,Unknown,Third class
1178,25.0,Southampton (UK),69.55,Unknown,Third class
1179,25.0,Southampton (UK),69.55,Unknown,Third class
1180,25.0,Southampton (UK),69.55,Unknown,Third class
1181,22.0,Southampton (UK),69.55,Unknown,Third class
1182,24.0,Southampton (UK),9.325,Unknown,Third class
1183,21.0,Southampton (UK),7.65,Unknown,Third class
1184,39.0,Southampton (UK),7.925,Unknown,Third class
1185,25.0,Cherbourg (FR),21.6792,Unknown,Third class
1186,25.0,Cherbourg (FR),21.6792,Unknown,Third class
1187,25.0,Cherbourg (FR),21.6792,Unknown,Third class
1188,1.0,Southampton (UK),16.7,G,Third class
1189,24.0,Southampton (UK),16.7,G,Third class
1190,4.0,Southampton (UK),16.7,G,Third class
1191,25.0,Southampton (UK),9.5,Unknown,Third class
1192,20.0,Southampton (UK),8.05,Unknown,Third class
1193,24.5,Southampton (UK),8.05,Unknown,Third class
1194,25.0,Queenstown (IE),7.725,Unknown,Third class
1195,25.0,Southampton (UK),7.8958,Unknown,Third class
1196,25.0,Queenstown (IE),7.75,Unknown,Third class
1197,29.0,Southampton (UK),9.5,Unknown,Third class
1198,25.0,Southampton (UK),15.1,Unknown,Third class
1199,22.0,Queenstown (IE),7.7792,Unknown,Third class
1200,25.0,Southampton (UK),8.05,Unknown,Third class
1201,25.0,Southampton (UK),8.05,Unknown,Third class
1202,22.0,Cherbourg (FR),7.2292,Unknown,Third class
1203,25.0,Southampton (UK),8.05,Unknown,Third class
1204,40.0,Southampton (UK),7.8958,Unknown,Third class
1205,21.0,Southampton (UK),7.925,Unknown,Third class
1206,18.0,Southampton (UK),7.4958,Unknown,Third class
1207,4.0,Southampton (UK),27.9,Unknown,Third class
1208,10.0,Southampton (UK),27.9,Unknown,Third class
1209,9.0,Southampton (UK),27.9,Unknown,Third class
1210,2.0,Southampton (UK),27.9,Unknown,Third class
1211,40.0,Southampton (UK),27.9,Unknown,Third class
1212,45.0,Southampton (UK),27.9,Unknown,Third class
1213,25.0,Southampton (UK),7.8958,Unknown,Third class
1214,25.0,Southampton (UK),8.05,Unknown,Third class
1215,25.0,Southampton (UK),8.6625,Unknown,Third class
1216,25.0,Queenstown (IE),7.75,Unknown,Third class
1217,22.0,Queenstown (IE),7.7333,Unknown,Third class
1218,19.0,Southampton (UK),7.65,F,Third class
1219,30.0,Southampton (UK),8.05,Unknown,Third class
1220,25.0,Southampton (UK),8.05,Unknown,Third class
1221,32.0,Southampton (UK),8.05,Unknown,Third class
1222,25.0,Southampton (UK),7.8958,Unknown,Third class
1223,33.0,Cherbourg (FR),8.6625,Unknown,Third class
1224,23.0,Southampton (UK),7.55,Unknown,Third class
1225,21.0,Southampton (UK),8.05,Unknown,Third class
1226,60.5,Southampton (UK),12.4155,Unknown,Third class
1227,19.0,Southampton (UK),7.8958,Unknown,Third class
1228,22.0,Southampton (UK),9.8375,Unknown,Third class
1229,31.0,Southampton (UK),7.925,Unknown,Third class
1230,27.0,Southampton (UK),8.6625,Unknown,Third class
1231,2.0,Southampton (UK),10.4625,G,Third class
1232,29.0,Southampton (UK),10.4625,G,Third class
1233,16.0,Southampton (UK),8.05,Unknown,Third class
1234,44.0,Southampton (UK),7.925,Unknown,Third class
1235,25.0,Southampton (UK),7.05,Unknown,Third class
1236,74.0,Southampton (UK),7.775,Unknown,Third class
1237,14.0,Southampton (UK),9.225,Unknown,Third class
1238,24.0,Southampton (UK),7.7958,Unknown,Third class
1239,25.0,Southampton (UK),7.7958,Unknown,Third class
1240,34.0,Southampton (UK),8.05,Unknown,Third class
1241,0.4167,Cherbourg (FR),8.5167,Unknown,Third class
1242,25.0,Cherbourg (FR),6.4375,Unknown,Third class
1243,25.0,Cherbourg (FR),6.4375,Unknown,Third class
1244,25.0,Cherbourg (FR),7.225,Unknown,Third class
1245,16.0,Cherbourg (FR),8.5167,Unknown,Third class
1246,25.0,Southampton (UK),8.05,Unknown,Third class
1247,25.0,Southampton (UK),16.1,Unknown,Third class
1248,22.0,Southampton (UK),16.1,Unknown,Third class
1249,32.0,Southampton (UK),7.925,Unknown,Third class
1250,25.0,Queenstown (IE),7.75,F,Third class
1251,25.0,Southampton (UK),7.8958,Unknown,Third class
1252,30.5,Southampton (UK),8.05,Unknown,Third class
1253,44.0,Southampton (UK),8.05,Unknown,Third class
1254,25.0,Cherbourg (FR),7.2292,Unknown,Third class
1255,25.0,Southampton (UK),0.0,Unknown,Third class
1256,25.0,Cherbourg (FR),7.2292,Unknown,Third class
1257,7.0,Cherbourg (FR),15.2458,Unknown,Third class
1258,9.0,Cherbourg (FR),15.2458,Unknown,Third class
1259,29.0,Cherbourg (FR),15.2458,Unknown,Third class
1260,36.0,Southampton (UK),7.8958,Unknown,Third class
1261,18.0,Southampton (UK),9.8417,Unknown,Third class
1262,63.0,Southampton (UK),9.5875,Unknown,Third class
1263,25.0,Southampton (UK),14.5,Unknown,Third class
1264,11.5,Southampton (UK),14.5,Unknown,Third class
1265,40.5,Southampton (UK),14.5,Unknown,Third class
1266,10.0,Southampton (UK),24.15,Unknown,Third class
1267,36.0,Southampton (UK),24.15,Unknown,Third class
1268,30.0,Southampton (UK),24.15,Unknown,Third class
1269,25.0,Southampton (UK),9.5,Unknown,Third class
1270,33.0,Southampton (UK),9.5,Unknown,Third class
1271,28.0,Southampton (UK),9.5,Unknown,Third class
1272,28.0,Southampton (UK),9.5,Unknown,Third class
1273,47.0,Southampton (UK),9.0,Unknown,Third class
1274,18.0,Southampton (UK),18.0,Unknown,Third class
1275,31.0,Southampton (UK),18.0,Unknown,Third class
1276,16.0,Southampton (UK),18.0,Unknown,Third class
1277,31.0,Southampton (UK),18.0,Unknown,Third class
1278,22.0,Cherbourg (FR),7.225,Unknown,Third class
1279,20.0,Southampton (UK),7.8542,Unknown,Third class
1280,14.0,Southampton (UK),7.8542,Unknown,Third class
1281,22.0,Southampton (UK),7.8958,Unknown,Third class
1282,22.0,Southampton (UK),9.0,Unknown,Third class
1283,25.0,Southampton (UK),8.05,Unknown,Third class
1284,25.0,Southampton (UK),7.55,Unknown,Third class
1285,25.0,Southampton (UK),8.05,Unknown,Third class
1286,32.5,Southampton (UK),9.5,Unknown,Third class
1287,38.0,Cherbourg (FR),7.2292,Unknown,Third class
1288,51.0,Southampton (UK),7.75,Unknown,Third class
1289,18.0,Southampton (UK),6.4958,Unknown,Third class
1290,21.0,Southampton (UK),6.4958,Unknown,Third class
1291,47.0,Southampton (UK),7.0,Unknown,Third class
1292,25.0,Southampton (UK),8.7125,Unknown,Third class
1293,25.0,Southampton (UK),7.55,Unknown,Third class
1294,25.0,Southampton (UK),8.05,Unknown,Third class
1295,28.5,Southampton (UK),16.1,Unknown,Third class
1296,21.0,Southampton (UK),7.25,Unknown,Third class
1297,27.0,Southampton (UK),8.6625,Unknown,Third class
1298,25.0,Southampton (UK),7.25,Unknown,Third class
1299,36.0,Southampton (UK),9.5,Unknown,Third class
1300,27.0,Cherbourg (FR),14.4542,Unknown,Third class
1301,15.0,Cherbourg (FR),14.4542,Unknown,Third class
1302,45.5,Cherbourg (FR),7.225,Unknown,Third class
1303,25.0,Cherbourg (FR),7.225,Unknown,Third class
1304,25.0,Cherbourg (FR),14.4583,Unknown,Third class
1305,14.5,Cherbourg (FR),14.4542,Unknown,Third class
1306,22.0,Cherbourg (FR),14.4542,Unknown,Third class
1307,26.5,Cherbourg (FR),7.225,Unknown,Third class
1308,27.0,Cherbourg (FR),7.225,Unknown,Third class
1309,29.0,Southampton (UK),7.875,Unknown,Third class
